,x,y,integ_watts
296,-0.5294117647058822,7.9411764705882355,3260.0
297,0.5294117647058822,7.9411764705882355,3104.0
298,1.5882352941176467,7.9411764705882355,3040.0
299,2.6470588235294112,7.9411764705882355,3201.0
300,3.7058823529411775,7.9411764705882355,3014.0
301,4.764705882352942,7.9411764705882355,3020.0
302,5.8235294117647065,7.9411764705882355,2798.0
303,6.882352941176471,7.9411764705882355,2196.0
304,7.9411764705882355,7.9411764705882355,1325.0
305,9.0,7.9411764705882355,549.0
306,-9.0,9.0,292.0
307,-7.9411764705882355,9.0,483.0
308,-6.882352941176471,9.0,754.0
309,-5.823529411764706,9.0,887.0
310,-4.764705882352941,9.0,949.0
311,-3.7058823529411766,9.0,1060.0
312,-2.6470588235294112,9.0,1082.0
313,-1.5882352941176467,9.0,1082.0
314,-0.5294117647058822,9.0,1061.0
315,0.5294117647058822,9.0,1036.0
316,1.5882352941176467,9.0,1126.0
317,2.6470588235294112,9.0,1076.0
318,3.7058823529411775,9.0,1022.0
319,4.764705882352942,9.0,980.0
320,5.8235294117647065,9.0,849.0
321,6.882352941176471,9.0,734.0
322,7.9411764705882355,9.0,520.0
323,9.0,9.0,282.0
