,iteration,light_height,light_width,mirror_offset,inter_0,inter_1,inter_2,inter_3,metric
0,1,2.816511144418815,12.131827909124446,4.028833314489537,64.81063156820733,8.87995724473714,54.0,76.0,0.13701389771818206
1,2,4.114522839117497,7.8392537039643475,0.9377368071439753,111.10039791857973,11.217994678028585,97.0,126.0,0.10097168766442878
2,3,2.954488911439615,5.817623709512376,9.736781428770788,118.87552290582593,25.074906936135218,87.0,154.0,0.21093414626659304
3,4,8.878527998186879,10.15055673022712,9.354973446035935,61.48321599836751,7.979897001250673,51.0,72.0,0.12978984380814682
4,5,14.921235290488498,6.6937856302874295,0.26530778156686236,78.1763085399449,8.865023856656068,67.0,90.0,0.1133978314175119
5,6,4.015462062582486,11.843965100217268,3.017196324564408,64.96500357106417,8.21116445670249,55.0,76.0,0.12639365820584353
6,7,10.811464975224546,7.592515171242513,7.230502524491959,87.5525966738088,9.401773297094074,76.0,100.0,0.10738428846515981
7,8,4.0437271854061585,5.122592531054233,0.23623836212563923,113.24344454647485,19.425713505575676,89.0,140.0,0.1715394086021766
8,9,2.639924062046539,5.871899482160821,2.9887515503785926,120.86246301397817,28.209201786226846,85.0,160.0,0.2333991967627232
9,10,7.237043718310878,5.767617919297795,9.111665279442306,98.9761248852158,10.327058598374952,86.0,112.0,0.10433888587122812
10,11,9.818158368039896,8.94061056490737,5.270474020505012,89.87215590245893,9.453535360797748,78.0,102.0,0.10518870128205188
11,12,3.899989673038804,13.049136065209535,9.383690375575032,59.80746862565044,8.225743750482842,49.0,71.0,0.13753706584657147
12,13,13.228742298641144,5.372184150828373,8.685532081428638,81.8813386389144,9.059401048418817,70.0,94.0,0.11064060748163324
13,14,11.834623416915601,11.229436290437814,3.828125750726121,53.74278134884195,7.336619959310096,44.0,63.0,0.13651358889835696
14,15,4.050654170629762,14.213511062307187,0.7807492138839517,55.53688399142945,8.092169515798023,46.0,66.0,0.14570802202454897
15,16,4.32091585911699,11.790358822756934,8.125613007660514,64.79165391286604,8.111649209732391,55.0,75.0,0.12519589669128073
16,17,6.656659570981536,9.053107732385104,7.352063247578255,99.6927864503622,10.000867118828268,87.0,112.0,0.10031685816914923
17,18,12.62850061721125,7.33532742519842,3.3405149994508654,83.0581573308846,9.226645748500879,72.0,95.0,0.11108656927872892
18,19,3.796509089743865,12.804233085502366,2.840235557473763,60.81879400061218,8.25717991294807,50.0,72.0,0.13576691298523538
19,20,13.955534019332106,14.926620055406389,8.223598195668073,43.39649015406591,6.582737992022402,35.0,52.0,0.15168825793635413
20,21,4.051402591150138,9.599305362755324,3.8946204161850475,109.93347617590042,11.320581180132155,96.0,125.0,0.10297665073392676
21,22,6.70463270050514,8.64116870511631,6.803232633945158,99.85674931129476,10.070757099624768,87.0,113.0,0.10085204224133168
22,23,4.911553353214611,14.853334766486753,6.265523943832643,53.180695847362514,7.6115986361612995,44.0,63.0,0.14312709743414903
23,24,14.234705389828019,13.741774253748147,1.0445810798805735,45.037751249872464,6.808650517462823,36.0,54.0,0.15117652033042175
24,25,6.564369648131183,7.09069045257556,4.003375037962639,100.97581879400062,10.203766572472212,88.0,114.0,0.10105158536311327
25,26,6.993527362269836,7.050341272094105,3.8308151543283193,99.5954494439343,10.258086549831317,86.0,113.0,0.10299754262975586
26,27,7.855595589002791,9.43457110345436,4.367719378206275,95.45842260993776,9.74782177229943,83.0,108.0,0.1021158898898946
