,iteration,light_height,light_width,mirror_offset,inter_0,inter_1,inter_2,inter_3,metric
0,1,3.7299590675646774,6.920592102635062,4.898276945682794,113.83267013570044,13.782329808111252,96.0,132.0,0.12107534499262183
1,2,10.998780678766018,14.460692976183436,6.204648080223369,47.37792062034486,6.88966035863788,39.0,56.0,0.1454192220432601
2,3,9.281375124120018,14.547248060975548,9.517298663801036,49.18875624936231,7.041750236778616,40.0,58.0,0.1431577208636965
3,4,1.011534389089,8.476308884120122,7.6783490034687425,130.26181001938576,51.01195335719689,79.0,214.0,0.3916109667876196
4,5,8.910734268848012,5.2581380674074465,1.112991679725367,93.551270278543,9.896456523305963,81.0,106.0,0.10578644730146249
5,6,3.1807654734776265,11.075953356652217,5.119072114555748,70.44077134986226,8.535502166948046,60.0,82.0,0.12117275270246933
6,7,5.526349074365076,14.391972870419439,4.499598442484838,53.89858177736966,7.539706749486261,44.0,64.0,0.1398869228253414
7,8,11.199677536578578,6.203488266650778,9.364277070609308,86.89694929088868,9.352542209987222,75.0,99.0,0.10762796952375697
8,9,5.491458537700891,6.299114976724967,7.74954660090701,105.75155596367718,11.570388687300971,91.0,121.0,0.10941104915066299
9,10,2.463724648202236,6.27804531975665,9.816679545064913,121.68452198755229,25.81711585899871,88.0,157.0,0.2121643364111639
10,11,5.0950620572795176,14.988003164131714,5.0166967410187215,52.73870013263953,7.568965379670469,43.0,62.0,0.14351823917984852
11,12,8.886661269540863,12.967471638854352,6.783067818701499,53.51862054892358,7.387429184990597,44.0,63.0,0.1380347458364971
12,13,3.71298536562139,11.835479125955098,8.524518023017798,65.5144373023161,8.221255540434726,55.0,76.0,0.1254876921631453
13,14,5.220832135543649,10.514558992396239,2.0904990394649734,68.57565554535252,8.298052966430282,58.0,79.0,0.12100581322102512
14,15,11.7027695977136,11.802153456817138,2.0811926920559616,52.293133353739414,7.335606597836285,43.0,62.0,0.14027858205042373
15,16,7.901046055072522,9.93614998578429,7.6616781288809515,95.19732680338741,9.711029211905348,83.0,108.0,0.10200947377400307
16,17,14.796492074906615,5.667760997745663,9.150324668240383,78.47056422813999,8.856194221109535,67.0,90.0,0.11286008082421374
17,18,3.17102477936946,11.321192610884832,0.5848724861615857,69.0176512600755,8.494198469858297,58.0,80.0,0.12307284172638774
18,19,9.40804633789671,5.635579381579969,4.494018222214419,91.96837057443118,9.599617563708442,80.0,104.0,0.10437955466373462
19,20,11.638105403761138,7.585783299721872,3.3235418226210482,85.4830119375574,9.166695447474662,74.0,97.0,0.10723411868279326
20,21,5.421127026615624,10.361756399166328,7.803303264271898,68.52790531578411,8.391481351899127,58.0,79.0,0.12245349267908102
21,22,6.026838019261646,13.929105038627135,3.1469994810161843,54.60473421079482,7.483197110135875,45.0,64.0,0.13704300951723195
22,23,6.104584801530049,11.234874744123077,2.0946188765195557,63.607080910111215,8.01121464601746,53.0,74.0,0.1259484719529704
23,24,12.283643335901376,11.095410862022785,2.1004545276394926,53.40424446485053,7.400383455005593,44.0,63.0,0.13857294544961418
24,25,9.67334481099347,7.867421358755479,3.9360737387634126,90.61922252831344,9.526237609203752,78.0,103.0,0.10512380644434834
25,26,1.8259863466035742,5.083232830098037,2.8356050789571166,126.83420059177635,56.55869868459105,63.0,213.0,0.4459262440312033
26,27,3.6761866735146214,13.471349768543272,2.9423864005909732,58.325579022548716,8.378738118464812,48.0,69.0,0.14365460675882163
