,iteration,light_height,light_width,mirror_offset,inter_0,inter_1,inter_2,inter_3,metric
0,1,7.465699079392795,11.567291301866616,6.346234326025755,59.809509233751655,7.808056984684175,50.0,70.0,0.13054875528518697
1,2,9.757045281769647,5.125550098135334,3.7357129011892543,91.03264972961942,9.539886955665516,79.0,104.0,0.10479632290173257
2,3,5.55946497293709,11.700365446145415,3.2688151544761794,62.951943679216406,8.025927055409634,53.0,73.0,0.127492918984476
3,4,13.27838675157934,14.482707680162248,1.5831056665930083,44.71013161922253,6.871326616415744,36.0,54.0,0.15368611917620723
4,5,14.875458722503915,5.2123243781470325,1.8126700443913695,78.41801856953371,8.87428999688099,67.0,90.0,0.11316646554914041
5,6,4.0070465694308,14.519165129974535,7.94635126455095,54.627895112743595,8.054958234250025,45.0,65.0,0.14745137475324332
6,7,3.1018811646670343,10.675051883449692,3.788067456339569,73.08223650647894,8.69723199885878,62.0,84.0,0.11900610072445916
7,8,13.288046416646507,13.136636813221704,5.07704766385941,47.372206917661465,6.925420695337176,39.0,56.0,0.1461916415963981
8,9,4.3674679244873085,9.60142795655564,8.94188722216648,108.50076522803795,10.933624882545407,95.0,123.0,0.10077002553452981
9,10,2.8733949007917365,13.60341090425851,5.647388200628332,57.9161310070401,9.359255290604777,46.0,70.0,0.1616001471069795
10,11,6.784107371777505,11.808504976035913,5.861263757749488,60.294969901030505,7.749695084470563,50.0,70.0,0.12852971146997974
11,12,2.5824971284272955,10.458642984138729,4.661453586198474,75.85072951739619,8.984521245248454,64.0,87.0,0.11845003076981447
12,13,1.4131518700286523,12.240168635664045,1.1415771399109345,62.388735843281296,22.17764334053774,42.0,96.0,0.3554751196794136
13,14,9.934022699997293,11.879589825906676,1.2752369749555035,54.71870217324763,7.479615271993843,45.0,64.0,0.1366921175928526
14,15,14.08304552561389,6.333448780890858,1.8051005775754725,79.99244975002551,8.921150369433281,69.0,92.0,0.11152490512931736
15,16,2.473992224592269,14.40242732570155,7.635824613911437,54.83236404448526,11.027720005608534,42.0,69.0,0.20111698989782373
16,17,4.14784938706108,10.631499121706836,9.947399729586474,70.57779818385879,8.5412562751483,60.0,82.0,0.12101902432402167
17,18,5.303325305587413,7.0023032603388655,0.3611130916878885,106.15355575961637,11.113240836212567,92.0,120.0,0.10469023629673213
18,19,12.890702188280656,12.480450250720413,1.6705301388388145,49.19549025609631,7.086126337981915,40.0,58.0,0.14404016102073097
19,20,13.714672269191714,12.257294316816271,5.52754920390754,48.50188756249362,6.982598329321207,40.0,57.0,0.14396549660720487
20,21,9.143200367499148,9.572660706147094,1.400025800648445,91.56861544740333,9.564286410631984,79.0,104.0,0.1044493941936435
21,22,6.162313050735457,8.459999207441818,4.13700647273202,101.9475563717988,10.30990582617454,89.0,115.0,0.10112950415971436
22,23,12.048398967565618,10.503408910467764,0.22336992973014505,55.08754208754209,7.437464272005364,46.0,65.0,0.13501172842647718
23,24,2.2707740328117803,7.325555872764694,4.7165515158692415,121.98602183450669,17.51001021146138,99.0,143.0,0.14354112010650266
24,25,2.8358792111050493,8.691175337665724,6.064064265385913,116.96561575349455,12.805003185148724,101.0,134.0,0.10947664493243309
25,26,7.6315247165183955,13.014164799686487,4.329080600990087,55.098561371288646,7.482952019965266,46.0,65.0,0.13581029765079428
26,27,10.60925661241261,7.186006751858796,1.807547815781945,88.17518620548924,9.463833634152188,76.0,100.0,0.1073298967818117
