,iteration,light_height,light_width,mirror_offset,inter_0,inter_1,inter_2,inter_3,metric
0,1,6.248663467534662,6.027861990304245,2.3207116665725844,102.72513008876645,11.036311589409504,89.0,117.0,0.10743536250450934
1,2,11.847099340131713,11.998337150887746,1.3518208905770073,51.69003162942557,7.274553054284331,43.0,61.0,0.1407341575342188
2,3,14.926285736081955,6.787715816172337,2.1090126553547424,78.06060606060606,8.775342271178312,67.0,89.0,0.112417039964629
3,4,8.44891066018791,11.969675731806865,7.243586440202344,56.77267625752474,7.592154126152476,47.0,67.0,0.13372901590395256
4,5,11.431825772842256,10.549236941173534,5.004972236316262,56.07315580042853,7.455493543026816,47.0,66.0,0.13296012033925578
5,6,7.251037070957105,5.044997165656073,2.152646999783845,99.1991633506785,10.532942929707781,86.0,113.0,0.10617975569484214
6,7,6.2894907878237225,5.110398523181151,7.868443887467571,102.89103152739516,11.489540994184274,88.0,118.0,0.11166707946868175
7,8,12.757031525990175,8.874603957269692,9.564974121182305,82.54933170084685,9.086892480367773,71.0,94.0,0.11007832883854289
8,9,14.500476097169654,9.851111797286297,5.384560349279638,78.4063871033568,8.925020460601413,67.0,90.0,0.11383027314900097
9,10,2.1596511753000684,8.707737455089894,4.910235298664812,121.0324456688093,16.09758680728232,102.0,142.0,0.13300224347553402
10,11,8.04377190449094,12.524850779726691,9.883239147129192,55.87368635853484,7.440308485495573,46.0,65.0,0.1331630141199561
11,12,12.30636998420565,8.079678791181609,8.013993432528748,83.81012141618203,9.299271199832125,72.0,96.0,0.11095642200127663
12,13,9.826491651569107,14.96265757947924,1.782527474962719,47.7751249872462,6.932990557677008,39.0,57.0,0.14511716211161776
13,14,12.837544865139842,12.324006954362146,1.2847116755897965,49.61391694725028,7.188265597671143,41.0,59.0,0.14488405753800362
14,15,7.8629286618420755,6.528497536341307,3.666800047268991,96.58687888990919,10.058173170528441,84.0,110.0,0.10413602019372487
15,16,4.615206736934001,14.085043949369544,4.642676168372761,55.55688195082134,7.88070773237193,46.0,66.0,0.14184935251312145
16,17,7.891188691795101,6.286606233071193,6.42348581575984,96.61616161616162,9.95893004924436,84.0,109.0,0.10307726867487628
17,18,6.625423059099017,14.407483576544964,6.162445169003786,52.67309458218549,7.342834059366849,43.0,62.0,0.13940388575252347
18,19,10.477491152385106,13.49800270929548,1.9182527721911509,50.04193449647995,7.115900052701657,41.0,59.0,0.14219874040245592
19,20,9.687753598295625,5.212521155887783,4.159082239194958,91.13172125293337,9.70372737945773,79.0,104.0,0.10648023812175482
20,21,6.529212446382082,8.620034192116677,3.3031425862533963,100.41057034996429,10.091247124861292,88.0,113.0,0.10049984866822222
21,22,12.888967731642838,10.596865328118124,7.628316777887719,53.74257728803183,7.416312142644306,44.0,63.0,0.13799695728950231
22,23,9.365023826544258,14.032959060682543,0.418502294616668,50.16284052647689,7.111040134802349,41.0,59.0,0.14175912010104388
23,24,11.989943477017679,8.28234837388715,7.025841193357204,84.43464952555861,9.23273429793005,73.0,96.0,0.10934769493103982
24,25,2.762921633906938,8.377852616615462,8.697003423497772,117.71696765636159,12.827148873284388,102.0,134.0,0.10896601508398769
25,26,3.1689595077562593,5.5505182885502045,1.0512237968603246,117.85603509845934,24.8371861179178,87.0,153.0,0.21074174179683125
26,27,7.023931929970119,13.545400462390731,8.09461139981351,54.37751249872462,7.4703181235832155,45.0,64.0,0.13737881304810376
