,iteration,light_height,light_width,mirror_offset,inter_0,inter_1,inter_2,inter_3,metric
0,1,1.7972145219868532,9.886724471856384,0.3351873134937291,121.33261912049791,27.132764053480365,94.0,156.0,0.22362299808705408
1,2,13.86829566546157,8.926441680049704,6.2727828146650015,79.96786042240588,8.960187401663942,69.0,92.0,0.11204735695483761
2,3,3.7733831021986983,13.254721838559716,1.3708107855422018,59.10794816855423,8.299624451004911,49.0,70.0,0.140414693931473
3,4,7.384820389311026,5.977849202840116,5.276180113991858,98.45515763697581,10.365834241223613,85.0,112.0,0.10528482702190729
4,5,8.973052111788217,7.110532824556706,0.2568853006818984,92.83011937557391,9.762416708888898,80.0,105.0,0.10516432354667046
5,6,9.823838902865997,5.310671306837651,0.8026387611223473,90.72206917661462,9.480974652583573,79.0,103.0,0.1045057144158202
6,7,12.512303799332265,8.911483831554524,3.021839018909049,83.10733598612387,9.147774351637143,71.0,95.0,0.11007180344662369
7,8,1.8007484921916594,8.343425830342465,8.679382021028237,124.03785328027752,18.782623780214422,101.0,148.0,0.15142654668307556
8,9,8.029853617004758,10.063801660438852,5.047760725447416,63.60065299459239,7.993996802677603,53.0,74.0,0.12569048313634906
9,10,1.5798479944705388,11.500626001777452,7.784665646895662,68.36322824201612,16.76148999730466,51.0,93.0,0.24518283334962568
10,11,7.690781969039733,8.588290760349718,0.7028401711023129,96.32333435363738,9.863729995021382,84.0,109.0,0.10240228975886678
11,12,6.851778790941358,12.321666097084115,0.7952305164501378,58.45372921130497,7.815814549062228,48.0,69.0,0.13370942546383588
12,13,8.115846015425328,8.24199135066474,5.287214786293521,95.25721865115804,9.795889352027547,83.0,108.0,0.10283618911760509
13,14,11.962279630092068,8.074479552894394,2.370758217391737,84.62197734925007,9.151550973679367,73.0,96.0,0.10814626720324999
14,15,12.328960926380473,10.400839872515185,6.418030906971099,55.06754412815019,7.5023737751957595,46.0,65.0,0.13623948360102356
15,16,12.609782527752152,12.786483401442128,0.47117662786885384,48.72859912253852,7.0448739753261,40.0,58.0,0.14457370214173923
16,17,2.620877277155062,11.177081738052209,2.6792148929630653,70.83542495663708,8.832405137775892,60.0,82.0,0.1246890964963191
17,18,14.412447479462212,5.8494279875982755,4.682008572980387,79.3373125191307,8.96812050945289,68.0,91.0,0.11303786610228819
18,19,3.5162507507487866,12.240617424348265,6.27637424952723,63.760432608917455,8.3701695544439,53.0,75.0,0.1312752942845193
19,20,10.127387935234372,5.2756033228874415,5.748347159064936,90.05234159779614,9.604282136614422,78.0,103.0,0.10665221987797227
20,21,8.004301632552046,5.440210699812738,1.0583636753276928,96.41342720130599,10.004512771053657,84.0,109.0,0.10376679951605473
21,22,9.469852856358111,11.926420802709643,2.010225432263123,55.39026629935721,7.561294149001855,46.0,65.0,0.13650943846589886
22,23,13.49539774183006,11.0781108630338,1.3233052098855769,51.62207937965514,7.340579815767565,42.0,61.0,0.1421984527547058
23,24,2.1530061923428554,12.665237313383482,9.220670509944517,61.6484032241608,11.655648290803745,48.0,77.0,0.18906650750421622
24,25,3.9718150215851287,8.782219346039764,7.6487023055240115,111.02877257422712,11.053034104508306,97.0,125.0,0.09955107895225011
25,26,7.91749528104591,14.285817779247834,3.0691355268241476,51.431180491786556,7.228667260879023,42.0,61.0,0.14055028859455063
26,27,7.625843616475211,7.953521355599845,9.127123207205168,96.87572696663605,9.938883925104602,84.0,110.0,0.10259416095558743
