,grid_type,number_lights,height,width,mean,std,min,1,5,10,90,95,99,max
221,ogrid,81,2,10.0,392.06346291194774,62.31067807846893,190.0,240.0,280.0,303.0,466.0,479.0,499.0,552.0
222,ogrid,81,2,12.5,296.70309152127334,24.55923044506404,198.0,238.0,255.0,264.0,328.0,336.0,350.0,381.0
223,ogrid,81,2,15.0,222.34394449545965,16.196249391390214,168.0,186.0,196.0,202.0,243.0,249.0,260.0,285.0
224,ogrid,81,3,7.5,383.32394653606775,123.56039062990135,111.0,148.0,191.0,224.0,555.0,579.0,611.0,653.0
225,ogrid,81,3,10.0,320.6358534843383,55.92571391679241,146.0,192.0,226.0,245.0,392.0,404.0,423.0,455.0
226,ogrid,81,3,12.5,253.85348433833283,25.933598591705454,166.0,192.0,209.0,219.0,287.0,295.0,309.0,336.0
227,ogrid,81,3,15.0,197.62463013978166,16.486884697612517,126.0,161.0,171.0,176.0,219.0,225.0,236.0,270.0
228,ogrid,81,5,7.5,256.4157739006224,62.315701721870795,102.0,132.0,157.0,176.0,342.0,358.0,382.0,425.0
229,ogrid,81,5,10.0,221.78828690949902,37.34547074025804,99.0,139.0,160.0,173.0,271.0,281.0,298.0,319.0
230,ogrid,81,5,12.5,186.2479338842975,22.569254301745982,105.0,134.0,148.0,156.0,215.0,223.0,234.0,261.0
231,ogrid,81,5,15.0,153.76308539944904,15.521456408785998,96.0,119.0,128.0,134.0,174.0,180.0,191.0,212.0
232,ogrid,81,10,7.5,111.29588817467605,16.45859690650287,49.0,76.0,85.0,90.0,133.0,139.0,149.0,182.0
233,ogrid,81,10,10.0,102.77961432506888,14.134738564852185,55.0,72.0,80.0,85.0,121.0,126.0,136.0,162.0
234,ogrid,81,10,12.5,93.27425772880318,12.090655066084961,52.0,66.0,74.0,78.0,109.0,114.0,122.0,141.0
235,ogrid,81,10,15.0,83.88480767268646,10.34426758334191,46.0,61.0,67.0,71.0,97.0,101.0,109.0,123.0
236,ogrid,81,15,7.5,58.73910825425977,8.525443411897507,31.0,40.0,45.0,48.0,70.0,73.0,79.0,98.0
237,ogrid,81,15,10.0,56.02836445260688,8.202269704881614,26.0,38.0,43.0,46.0,67.0,70.0,76.0,87.0
238,ogrid,81,15,12.5,52.83532292623202,7.647873662281751,26.0,36.0,41.0,43.0,63.0,66.0,71.0,81.0
239,ogrid,81,15,15.0,49.54280175492297,7.292007934915184,24.0,33.0,38.0,40.0,59.0,62.0,67.0,79.0
240,grid,4,1,7.5,26.189674523007856,38.70438772446576,0.0,1.0,2.0,3.0,77.0,119.0,180.0,228.0
241,grid,4,1,10.0,8.922558922558922,22.039599051632518,0.0,0.0,0.0,0.0,18.0,41.0,128.0,212.0
242,grid,4,1,12.5,1.4713804713804715,2.050883734307232,0.0,0.0,0.0,0.0,4.0,5.0,10.0,25.0
243,grid,4,1,15.0,0.5489235792266095,0.8083832226902995,0.0,0.0,0.0,0.0,2.0,2.0,3.0,6.0
244,grid,4,2,7.5,18.408835833078257,13.260009569066805,1.0,3.0,5.0,6.0,40.0,46.0,56.0,71.0
245,grid,4,2,10.0,8.404346495255586,9.481403268608267,0.0,0.0,1.0,2.0,20.0,31.0,47.0,68.0
246,grid,4,2,12.5,2.7999183756759516,2.798264944349568,0.0,0.0,0.0,0.0,6.0,8.0,14.0,26.0
247,grid,4,2,15.0,1.183858789919396,1.2129074243382385,0.0,0.0,0.0,0.0,3.0,3.0,5.0,11.0
248,grid,4,3,7.5,14.267421691664117,6.020406136345039,1.0,4.0,6.0,7.0,23.0,26.0,30.0,40.0
249,grid,4,3,10.0,7.729721456994184,5.153109598166826,0.0,1.0,2.0,3.0,15.0,19.0,25.0,33.0
250,grid,4,3,12.5,3.5517804305683094,2.6765956001767774,0.0,0.0,0.0,1.0,7.0,9.0,13.0,21.0
251,grid,4,3,15.0,1.7208448117539026,1.4715002094937037,0.0,0.0,0.0,0.0,4.0,4.0,6.0,10.0
252,grid,4,5,7.5,9.85450464238343,3.208124755125399,1.0,3.0,5.0,6.0,14.0,15.0,18.0,25.0
253,grid,4,5,10.0,6.573002754820936,2.822143707448621,0.0,1.0,2.0,3.0,10.0,12.0,14.0,20.0
254,grid,4,5,12.5,3.998979695949393,2.2071109211360653,0.0,0.0,1.0,1.0,7.0,8.0,10.0,19.0
255,grid,4,5,15.0,2.3792470156106518,1.6262732555953276,0.0,0.0,0.0,0.0,5.0,5.0,7.0,11.0
256,grid,4,10,7.5,4.925823895520865,2.258091459685915,0.0,1.0,2.0,2.0,8.0,9.0,11.0,15.0
257,grid,4,10,10.0,3.9942862973166005,2.0038652587364436,0.0,0.0,1.0,2.0,7.0,8.0,9.0,14.0
258,grid,4,10,12.5,3.1353943475155597,1.7625996843484524,0.0,0.0,1.0,1.0,5.0,6.0,8.0,11.0
259,grid,4,10,15.0,2.395673910825426,1.554491849805926,0.0,0.0,0.0,1.0,4.0,5.0,7.0,10.0
260,grid,4,15,7.5,2.781552902765024,1.6912271995048016,0.0,0.0,0.0,1.0,5.0,6.0,7.0,10.0
261,grid,4,15,10.0,2.4586266707478828,1.5665840561677833,0.0,0.0,0.0,1.0,5.0,5.0,7.0,10.0
262,grid,4,15,12.5,2.1518212427303336,1.4701078946102752,0.0,0.0,0.0,0.0,4.0,5.0,6.0,12.0
263,grid,4,15,15.0,1.81124375063769,1.3536409177393085,0.0,0.0,0.0,0.0,4.0,4.0,6.0,9.0
264,grid,16,1,7.5,117.75441281501888,44.54755929845789,21.0,42.0,55.0,66.0,185.0,207.0,236.0,289.0
265,grid,16,1,10.0,75.63707784919906,41.505666401409826,20.0,31.0,37.0,40.0,140.0,171.0,209.0,268.0
266,grid,16,1,12.5,43.31864095500459,35.44561440981737,7.0,14.0,17.0,19.0,85.0,126.0,189.0,252.0
267,grid,16,1,15.0,35.57483930211203,36.842076124218764,3.0,7.0,10.0,12.0,82.0,122.0,187.0,236.0
268,grid,16,2,7.5,91.30466278951127,20.747834419272138,29.0,43.0,54.0,62.0,117.0,122.0,132.0,154.0
269,grid,16,2,10.0,65.38842975206612,10.563803495174122,34.0,43.0,49.0,52.0,79.0,84.0,93.0,114.0
270,grid,16,2,12.5,43.66452402816039,10.676652785543315,18.0,25.0,29.0,32.0,58.0,64.0,74.0,94.0
271,grid,16,2,15.0,33.03050709111315,11.38179863229388,8.0,15.0,19.0,21.0,50.0,56.0,65.0,83.0
272,grid,16,3,7.5,73.1228446076931,17.54676610152434,24.0,35.0,44.0,50.0,96.0,101.0,110.0,131.0
273,grid,16,3,10.0,55.73635343332313,8.681456719558339,29.0,37.0,42.0,45.0,67.0,70.0,77.0,92.0
274,grid,16,3,12.5,40.39822467095194,6.9032458670243795,18.0,26.0,30.0,32.0,49.0,52.0,57.0,69.0
275,grid,16,3,15.0,30.457198245077034,6.315807874340548,10.0,17.0,21.0,23.0,39.0,41.0,46.0,60.0
276,grid,16,5,7.5,49.390674420977454,11.410132073356708,15.0,25.0,31.0,35.0,64.0,69.0,76.0,90.0
277,grid,16,5,10.0,40.40057137026834,7.476585610737493,19.0,24.0,29.0,31.0,50.0,53.0,58.0,70.0
278,grid,16,5,12.5,32.09968370574431,5.914998419904048,8.0,19.0,23.0,25.0,40.0,42.0,47.0,57.0
279,grid,16,5,15.0,25.247219671462094,5.066479652921417,9.0,14.0,17.0,19.0,32.0,34.0,38.0,46.0
280,grid,16,10,7.5,22.190694827058465,5.256065156882797,4.0,11.0,14.0,16.0,29.0,31.0,36.0,45.0
281,grid,16,10,10.0,19.926232017141107,4.746933837102697,5.0,10.0,13.0,14.0,26.0,28.0,32.0,40.0
282,grid,16,10,12.5,17.532292623201712,4.277989802918871,4.0,9.0,11.0,12.0,23.0,25.0,28.0,37.0
283,grid,16,10,15.0,15.230282624222019,3.963604085026091,3.0,7.0,9.0,10.0,20.0,22.0,25.0,34.0
284,grid,16,15,7.5,11.952249770431589,3.511952173627388,1.0,5.0,7.0,8.0,17.0,18.0,21.0,26.0
285,grid,16,15,10.0,11.168860320375472,3.4085414621913377,1.0,4.0,6.0,7.0,16.0,17.0,20.0,25.0
286,grid,16,15,12.5,10.42658912355882,3.2516378561450563,1.0,4.0,5.0,6.0,15.0,16.0,19.0,24.0
287,grid,16,15,15.0,9.503724109784716,3.0976705946480054,0.0,3.0,5.0,6.0,14.0,15.0,17.0,23.0
288,grid,36,1,7.5,273.05019895928984,92.68253432206954,26.0,65.0,100.0,122.0,371.0,388.0,412.0,464.0
289,grid,36,1,10.0,202.2519130700949,35.82276632745277,121.0,142.0,154.0,162.0,256.0,272.0,297.0,331.0
290,grid,36,1,12.5,137.34006734006735,40.40290346324046,63.0,81.0,90.0,96.0,201.0,224.0,251.0,281.0
291,grid,36,1,15.0,104.42597694112845,45.790093186677026,38.0,49.0,56.0,61.0,179.0,203.0,231.0,257.0
292,grid,36,2,7.5,215.37843077237017,65.05549842829608,41.0,77.0,108.0,125.0,296.0,308.0,327.0,357.0
293,grid,36,2,10.0,167.84154678094072,20.58389806920884,91.0,119.0,133.0,140.0,194.0,200.0,211.0,240.0
294,grid,36,2,12.5,121.74563820018365,12.375624989120572,80.0,94.0,101.0,106.0,138.0,142.0,151.0,171.0
295,grid,36,2,15.0,90.39914294459749,10.84406618061376,51.0,67.0,73.0,77.0,105.0,109.0,118.0,146.0
296,grid,36,3,7.5,172.87960412202835,48.36364895072534,48.0,72.0,95.0,109.0,237.0,248.0,266.0,307.0
297,grid,36,3,10.0,139.1571268237935,20.823217071733776,69.0,91.0,104.0,111.0,165.0,172.0,183.0,210.0
298,grid,36,3,12.5,106.28527701254974,11.851624810945268,60.0,80.0,87.0,91.0,121.0,126.0,134.0,159.0
299,grid,36,3,15.0,81.21528415467809,9.218552548753857,49.0,60.0,66.0,69.0,93.0,97.0,103.0,117.0
300,grid,36,5,7.5,116.17314559738803,26.97073953253161,43.0,60.0,73.0,81.0,153.0,160.0,174.0,197.0
301,grid,36,5,10.0,98.03887358432813,16.229699363540664,46.0,62.0,71.0,77.0,119.0,124.0,134.0,160.0
302,grid,36,5,12.5,80.40781552902764,10.89206003808861,41.0,56.0,63.0,67.0,95.0,98.0,106.0,121.0
303,grid,36,5,15.0,64.83103764921947,8.636488854589354,31.0,46.0,51.0,54.0,76.0,79.0,86.0,99.0
304,grid,36,10,7.5,51.162432404856645,8.918484978398187,19.0,32.0,37.0,40.0,63.0,66.0,73.0,89.0
305,grid,36,10,10.0,46.658300173451686,7.933458645063986,20.0,29.0,34.0,37.0,57.0,60.0,66.0,86.0
306,grid,36,10,12.5,41.651974288337925,7.086115133173884,16.0,26.0,30.0,33.0,51.0,54.0,59.0,71.0
307,grid,36,10,15.0,36.935822875216815,6.463057195654842,15.0,23.0,27.0,29.0,45.0,48.0,53.0,62.0
308,grid,36,15,7.5,27.188348127742067,5.497532716445603,11.0,15.0,19.0,20.0,34.0,37.0,41.0,51.0
309,grid,36,15,10.0,25.85195388225691,5.2205728310143895,8.0,14.0,18.0,19.0,33.0,35.0,39.0,47.0
310,grid,36,15,12.5,24.14580144883175,5.050511613426235,6.0,13.0,16.0,18.0,31.0,33.0,37.0,48.0
311,grid,36,15,15.0,22.260687684930108,4.772991206052676,8.0,12.0,15.0,16.0,28.0,30.0,34.0,43.0
312,grid,49,1,7.5,374.2815018875625,137.7446783074744,35.0,80.0,128.0,155.0,521.0,535.0,560.0,613.0
313,grid,49,1,10.0,286.9153147637996,33.68034209223611,192.0,219.0,236.0,245.0,333.0,347.0,370.0,410.0
314,grid,49,1,12.5,198.89786756453424,37.00937149912904,119.0,139.0,150.0,158.0,254.0,272.0,295.0,340.0
315,grid,49,1,15.0,140.18283848586879,39.923721210550475,68.0,85.0,95.0,100.0,203.0,225.0,252.0,293.0
316,grid,49,2,7.5,296.6056524844404,95.7958032456691,62.0,99.0,140.0,165.0,418.0,432.0,456.0,501.0
317,grid,49,2,10.0,235.63769003162943,30.40903418384271,129.0,163.0,183.0,194.0,274.0,282.0,295.0,319.0
318,grid,49,2,12.5,173.06172839506172,15.096200897399253,124.0,138.0,149.0,154.0,192.0,198.0,209.0,230.0
319,grid,49,2,15.0,127.85256606468728,12.082049351637403,89.0,101.0,108.0,112.0,143.0,148.0,157.0,181.0
320,grid,49,3,7.5,238.18161412100807,69.46488421095543,67.0,100.0,127.0,146.0,331.0,346.0,366.0,402.0
321,grid,49,3,10.0,194.13855729007244,29.6439123351978,100.0,124.0,143.0,154.0,232.0,240.0,253.0,281.0
322,grid,49,3,12.5,150.0272421181512,15.43851986950469,90.0,115.0,124.0,130.0,170.0,175.0,185.0,208.0
323,grid,49,3,15.0,114.89827568615448,11.393068868793256,74.0,89.0,96.0,100.0,129.0,134.0,142.0,160.0
324,grid,49,5,7.5,159.75533108866443,37.26678839652198,58.0,84.0,100.0,111.0,211.0,221.0,236.0,260.0
325,grid,49,5,10.0,136.1768186919702,22.0471907937592,64.0,88.0,100.0,107.0,165.0,172.0,184.0,204.0
326,grid,49,5,12.5,112.16212631364147,14.02284121117673,65.0,81.0,89.0,94.0,130.0,135.0,144.0,160.0
327,grid,49,5,15.0,91.24334251606979,10.535506686565018,55.0,68.0,74.0,78.0,105.0,109.0,116.0,133.0
328,grid,49,10,7.5,70.03866952351801,11.316234892881148,34.0,45.0,52.0,56.0,85.0,89.0,97.0,109.0
329,grid,49,10,10.0,64.06060606060606,9.864421190724652,32.0,42.0,48.0,51.0,77.0,81.0,88.0,100.0
330,grid,49,10,12.5,57.680950923375164,8.586710198629083,30.0,39.0,44.0,47.0,69.0,72.0,78.0,102.0
331,grid,49,10,15.0,51.32425262728293,7.654390066632582,24.0,35.0,39.0,42.0,61.0,64.0,70.0,84.0
332,grid,49,15,7.5,37.18834812774207,6.410842302399975,16.0,23.0,27.0,29.0,46.0,48.0,53.0,70.0
333,grid,49,15,10.0,35.301091725334146,6.305769269554911,16.0,22.0,25.0,27.0,44.0,46.0,51.0,63.0
334,grid,49,15,12.5,33.15447403326191,5.940889373285958,14.0,20.0,24.0,26.0,41.0,43.0,48.0,59.0
335,grid,49,15,15.0,30.817977757371697,5.632554307383556,11.0,18.0,22.0,24.0,38.0,40.0,45.0,52.0
336,grid,81,1,7.5,624.9200081624324,257.50662436987494,59.0,112.0,190.0,233.0,908.0,930.0,958.0,1047.0
337,grid,81,1,10.0,498.1606978879706,47.030352820301545,328.0,380.0,414.0,434.0,555.0,566.0,588.0,637.0
338,grid,81,1,12.5,348.2518110396898,29.23321766823922,255.0,288.0,303.0,312.0,389.0,400.0,419.0,457.0
339,grid,81,1,15.0,244.86215692276298,33.82380022540125,157.0,186.0,199.0,207.0,295.0,311.0,333.0,365.0
340,grid,81,2,7.5,497.4729109274564,175.03762187108168,106.0,153.0,220.0,261.0,724.0,751.0,782.0,860.0
341,grid,81,2,10.0,403.93184368941945,57.190371079297876,210.0,260.0,303.0,323.0,472.0,484.0,504.0,561.0
342,grid,81,2,12.5,301.3803693500663,23.43335939910396,198.0,247.0,262.0,271.0,331.0,339.0,353.0,384.0
343,grid,81,2,15.0,224.4752576267728,16.176282013588093,171.0,187.0,197.0,204.0,245.0,251.0,261.0,281.0
344,grid,81,3,7.5,399.6996224875013,123.618065626469,115.0,158.0,204.0,240.0,569.0,592.0,624.0,710.0
345,grid,81,3,10.0,331.00489745944293,53.662594895337726,168.0,206.0,240.0,258.0,398.0,410.0,429.0,466.0
346,grid,81,3,12.5,259.4225079073564,24.630209482186253,179.0,203.0,217.0,226.0,291.0,299.0,311.0,354.0
347,grid,81,3,15.0,200.79349046015713,16.03637720327982,146.0,164.0,175.0,180.0,221.0,227.0,238.0,260.0
348,grid,81,5,7.5,267.73788388939903,63.75239671815193,101.0,139.0,167.0,185.0,356.0,371.0,395.0,431.0
349,grid,81,5,10.0,230.21875318845017,37.263606495623904,111.0,146.0,168.0,181.0,279.0,289.0,307.0,329.0
350,grid,81,5,12.5,191.68299153147638,22.159875935763942,114.0,140.0,155.0,163.0,220.0,227.0,240.0,263.0
351,grid,81,5,15.0,157.566370778492,15.161650064257921,98.0,122.0,132.0,138.0,177.0,183.0,192.0,208.0
352,grid,81,10,7.5,116.83318028772574,16.96968569555431,65.0,80.0,89.0,95.0,139.0,145.0,155.0,174.0
353,grid,81,10,10.0,107.4297520661157,14.274453148268988,61.0,75.0,84.0,89.0,126.0,131.0,140.0,161.0
354,grid,81,10,12.5,97.07937965513723,12.026796606386805,54.0,70.0,78.0,82.0,113.0,117.0,126.0,141.0
355,grid,81,10,15.0,86.63554739312315,10.488449272161457,52.0,63.0,69.0,74.0,100.0,104.0,112.0,126.0
356,grid,81,15,7.5,61.766044281195796,8.567624961656636,32.0,43.0,48.0,51.0,73.0,76.0,83.0,98.0
357,grid,81,15,10.0,58.63269054178145,8.302291040539693,30.0,40.0,45.0,48.0,70.0,72.0,79.0,91.0
358,grid,81,15,12.5,55.28109376594225,7.895401976961094,29.0,38.0,43.0,45.0,65.0,69.0,74.0,87.0
359,grid,81,15,15.0,51.52627282930313,7.534578214144449,25.0,35.0,39.0,42.0,61.0,64.0,69.0,79.0
360,spiral,4,1,7.5,31.88348127742067,41.6743793726332,0.0,0.0,2.0,2.0,90.0,127.0,191.0,238.0
361,spiral,4,1,10.0,27.707682889501072,42.99718162791517,0.0,0.0,1.0,1.0,87.0,133.0,196.0,269.0
362,spiral,4,1,12.5,22.88062442607897,34.82552065873496,0.0,0.0,0.0,1.0,59.0,99.0,177.0,242.0
363,spiral,4,1,15.0,20.520763187429854,34.64795477063423,0.0,0.0,1.0,1.0,57.0,101.0,174.0,232.0
364,spiral,4,2,7.5,26.046831955922865,19.302725061232543,0.0,2.0,4.0,6.0,56.0,63.0,74.0,102.0
365,spiral,4,2,10.0,22.85838179777574,20.759424907031946,0.0,1.0,2.0,4.0,56.0,68.0,84.0,109.0
366,spiral,4,2,12.5,19.529027650239772,16.084259285365054,0.0,0.0,2.0,3.0,44.0,50.0,61.0,82.0
367,spiral,4,2,15.0,16.692378328741967,14.063615435606021,0.0,1.0,2.0,3.0,39.0,47.0,58.0,75.0
368,spiral,4,3,7.5,21.194980104071014,11.876530367758086,0.0,3.0,6.0,7.0,38.0,43.0,51.0,63.0
369,spiral,4,3,10.0,18.82869094990307,12.502901906213983,0.0,1.0,3.0,5.0,38.0,43.0,53.0,70.0
370,spiral,4,3,12.5,16.496684011835526,10.825965294689368,0.0,1.0,2.0,4.0,32.0,36.0,42.0,52.0
371,spiral,4,3,15.0,14.108662381389655,7.983410987235029,0.0,2.0,3.0,5.0,26.0,29.0,34.0,42.0
372,spiral,4,5,7.5,14.248342005917763,5.885982056780082,0.0,3.0,6.0,7.0,22.0,25.0,30.0,38.0
373,spiral,4,5,10.0,12.969390878481788,6.106249149185265,0.0,2.0,4.0,5.0,21.0,24.0,28.0,42.0
374,spiral,4,5,12.5,11.548005305581063,5.984314970071917,0.0,1.0,3.0,4.0,20.0,22.0,27.0,39.0
375,spiral,4,5,15.0,10.271911029486787,4.218696961297633,0.0,2.0,4.0,5.0,16.0,17.0,21.0,29.0
376,spiral,4,10,7.5,5.973574125089277,2.5645459239763815,0.0,1.0,2.0,3.0,9.0,10.0,13.0,18.0
377,spiral,4,10,10.0,5.751045811651872,2.560492531908987,0.0,1.0,2.0,3.0,9.0,10.0,12.0,17.0
378,spiral,4,10,12.5,5.398326701357004,2.6122964419320387,0.0,1.0,2.0,2.0,9.0,10.0,12.0,17.0
379,spiral,4,10,15.0,4.9757167635955515,2.309008292081761,0.0,1.0,2.0,2.0,8.0,9.0,11.0,15.0
380,spiral,4,15,7.5,3.117028874604632,1.793683662067037,0.0,0.0,1.0,1.0,6.0,6.0,8.0,12.0
381,spiral,4,15,10.0,3.0432608917457404,1.7625512236031313,0.0,0.0,1.0,1.0,5.0,6.0,8.0,13.0
382,spiral,4,15,12.5,2.9152127333945517,1.7395611606009624,0.0,0.0,0.0,1.0,5.0,6.0,8.0,12.0
383,spiral,4,15,15.0,2.800326497296194,1.685332844507791,0.0,0.0,0.0,1.0,5.0,6.0,7.0,11.0
384,spiral,16,1,7.5,128.60810121416182,100.9744329534499,2.0,7.0,12.0,17.0,274.0,299.0,339.0,386.0
385,spiral,16,1,10.0,118.31945719824508,69.55632037319113,3.0,11.0,20.0,30.0,220.0,246.0,283.0,349.0
386,spiral,16,1,12.5,98.35608611366187,62.179812435624704,3.0,16.0,28.0,35.0,198.0,226.0,265.0,330.0
387,spiral,16,1,15.0,82.91143760840731,57.04267938558813,7.0,14.0,20.0,24.0,173.0,202.0,243.0,291.0
388,spiral,16,2,7.5,105.34363840424446,61.32116385725183,6.0,15.0,24.0,31.0,195.0,210.0,229.0,259.0
389,spiral,16,2,10.0,94.73319049076625,35.79567292703535,10.0,21.0,32.0,43.0,139.0,149.0,166.0,192.0
390,spiral,16,2,12.5,80.99846954392409,24.50293315076449,17.0,28.0,42.0,50.0,114.0,123.0,140.0,166.0
391,spiral,16,2,15.0,67.15294357718601,20.520151024277503,19.0,27.0,35.0,40.0,95.0,103.0,116.0,140.0
392,spiral,16,3,7.5,85.5315784103663,39.73712015407217,9.0,21.0,29.0,36.0,143.0,155.0,170.0,195.0
393,spiral,16,3,10.0,76.86256504438323,25.07773828244888,13.0,25.0,35.0,43.0,109.0,117.0,128.0,150.0
394,spiral,16,3,12.5,66.57330884603611,15.769218625375986,18.0,29.0,40.0,46.0,87.0,92.0,102.0,119.0
395,spiral,16,3,15.0,56.16539128660341,12.046888721873287,16.0,31.0,37.0,41.0,72.0,76.0,84.0,102.0
396,spiral,16,5,7.5,56.80399959187838,18.454322874974267,12.0,22.0,29.0,33.0,83.0,89.0,98.0,114.0
397,spiral,16,5,10.0,51.97734925007652,13.949831297861774,13.0,23.0,30.0,34.0,70.0,75.0,84.0,101.0
398,spiral,16,5,12.5,46.280583613916946,10.162561932922149,15.0,24.0,30.0,33.0,59.0,63.0,70.0,87.0
399,spiral,16,5,15.0,40.472502805836136,8.010150938653497,14.0,23.0,28.0,30.0,51.0,54.0,60.0,72.0
400,spiral,16,10,7.5,24.094072033465974,5.737687301016226,7.0,12.0,15.0,17.0,32.0,34.0,38.0,49.0
401,spiral,16,10,10.0,22.845117845117844,5.376061706717106,6.0,11.0,14.0,16.0,30.0,32.0,36.0,43.0
402,spiral,16,10,12.5,21.453525150494848,5.074941697391237,6.0,11.0,13.0,15.0,28.0,30.0,34.0,45.0
403,spiral,16,10,15.0,19.895826956433016,4.720022058862778,4.0,10.0,12.0,14.0,26.0,28.0,32.0,39.0
404,spiral,16,15,7.5,12.426691153963882,3.602643566704848,2.0,5.0,7.0,8.0,17.0,19.0,21.0,27.0
405,spiral,16,15,10.0,12.115702479338843,3.5747700712040635,1.0,5.0,7.0,8.0,17.0,18.0,21.0,27.0
406,spiral,16,15,12.5,11.656871747780839,3.417980324669119,0.0,5.0,6.0,7.0,16.0,18.0,20.0,28.0
407,spiral,16,15,15.0,11.12968064483216,3.3886770154668597,0.0,4.0,6.0,7.0,16.0,17.0,20.0,27.0
408,spiral,36,1,7.5,289.6104479134782,219.90263511548696,8.0,16.0,28.0,40.0,597.0,622.0,656.0,714.0
409,spiral,36,1,10.0,268.0181614121008,109.88471143841694,11.0,28.0,53.0,82.0,384.0,402.0,428.0,477.0
410,spiral,36,1,12.5,220.23813896541168,59.18617390641942,33.0,72.0,116.0,148.0,299.0,316.0,343.0,386.0
411,spiral,36,1,15.0,169.2001836547291,58.895681330871376,46.0,71.0,90.0,102.0,257.0,278.0,311.0,353.0
412,spiral,36,2,7.5,237.15131109070504,136.44864787663434,19.0,35.0,55.0,71.0,440.0,465.0,493.0,544.0
413,spiral,36,2,10.0,214.12610958065503,74.41888198415566,28.0,50.0,79.0,104.0,304.0,316.0,335.0,379.0
414,spiral,36,2,12.5,180.71451892664012,35.681364918746056,39.0,80.0,111.0,131.0,221.0,230.0,245.0,280.0
415,spiral,36,2,15.0,145.13590449954086,21.225145052325487,66.0,89.0,111.0,119.0,172.0,181.0,193.0,230.0
416,spiral,36,3,7.5,192.60534639322518,87.92378476464116,29.0,49.0,68.0,83.0,322.0,343.0,370.0,414.0
417,spiral,36,3,10.0,173.26517702275277,53.43470031474439,35.0,59.0,82.0,99.0,243.0,254.0,271.0,309.0
418,spiral,36,3,12.5,148.90715233139477,29.69372879419578,47.0,73.0,95.0,109.0,185.0,192.0,206.0,232.0
419,spiral,36,3,15.0,123.76696255484134,17.52325765863898,55.0,80.0,94.0,101.0,146.0,151.0,162.0,179.0
420,spiral,36,5,7.5,128.02275278032855,39.778575393209245,34.0,53.0,67.0,78.0,184.0,196.0,213.0,242.0
421,spiral,36,5,10.0,116.87929803081319,28.2565574410903,42.0,57.0,71.0,80.0,155.0,163.0,176.0,205.0
422,spiral,36,5,12.5,103.59810223446587,19.52414709099502,42.0,59.0,71.0,78.0,129.0,135.0,145.0,175.0
423,spiral,36,5,15.0,90.305887154372,14.050076423874058,44.0,57.0,66.0,72.0,108.0,113.0,122.0,143.0
424,spiral,36,10,7.5,54.1924293439445,10.085984168691162,22.0,32.0,38.0,41.0,67.0,71.0,79.0,96.0
425,spiral,36,10,10.0,51.4697479848995,9.171846661066528,21.0,31.0,37.0,40.0,63.0,67.0,73.0,84.0
426,spiral,36,10,12.5,48.21681461075401,8.384618857137523,21.0,30.0,35.0,38.0,59.0,62.0,69.0,81.0
427,spiral,36,10,15.0,44.70962146719722,7.5745021363502465,21.0,28.0,33.0,35.0,55.0,57.0,63.0,79.0
428,spiral,36,15,7.5,28.13100704009795,5.634406334062549,10.0,16.0,19.0,21.0,35.0,38.0,42.0,52.0
429,spiral,36,15,10.0,27.281297826752372,5.508871455845864,10.0,15.0,19.0,20.0,34.0,37.0,41.0,52.0
430,spiral,36,15,12.5,26.217732884399553,5.369932559993354,7.0,15.0,18.0,19.0,33.0,35.0,39.0,46.0
431,spiral,36,15,15.0,25.124783185389244,5.207894987754272,6.0,14.0,17.0,19.0,32.0,34.0,38.0,45.0
432,spiral,49,1,7.5,394.39475563717986,299.10258518215903,11.0,23.0,38.0,54.0,811.0,842.0,885.0,946.0
433,spiral,49,1,10.0,365.3729211304969,146.1459597951977,10.0,39.0,71.0,115.0,510.0,525.0,551.0,628.0
434,spiral,49,1,12.5,300.6749311294766,60.16234399517888,43.0,93.0,182.0,233.0,368.0,383.0,408.0,454.0
435,spiral,49,1,15.0,229.74778083868992,50.98242725099046,78.0,137.0,157.0,168.0,302.0,318.0,343.0,384.0
436,spiral,49,2,7.5,322.9753086419753,185.4169131799014,28.0,49.0,74.0,97.0,598.0,632.0,670.0,737.0
437,spiral,49,2,10.0,292.13743495561675,100.45326307773416,46.0,70.0,109.0,144.0,412.0,426.0,450.0,497.0
438,spiral,49,2,12.5,246.08458320579533,46.560354745966414,57.0,107.0,151.0,182.0,297.0,307.0,322.0,359.0
439,spiral,49,2,15.0,197.44954596469748,23.248745404633226,88.0,135.0,157.0,168.0,226.0,234.0,248.0,271.0
440,spiral,49,3,7.5,261.92357922660955,119.1661929781569,38.0,66.0,92.0,115.0,439.0,467.0,498.0,554.0
441,spiral,49,3,10.0,235.84695439240895,72.09114928960555,49.0,82.0,110.0,135.0,329.0,342.0,363.0,402.0
442,spiral,49,3,12.5,202.73523109886747,39.279554116159275,64.0,100.0,130.0,149.0,250.0,259.0,275.0,303.0
443,spiral,49,3,15.0,168.48239975512703,22.11994188031855,84.0,110.0,129.0,139.0,196.0,202.0,214.0,233.0
444,spiral,49,5,7.5,174.33414957657382,53.48256656184243,46.0,74.0,94.0,106.0,250.0,265.0,287.0,316.0
445,spiral,49,5,10.0,158.9823487399245,38.032289572556685,50.0,78.0,97.0,109.0,210.0,220.0,236.0,265.0
446,spiral,49,5,12.5,141.24487297214569,25.72926609225855,61.0,81.0,97.0,107.0,175.0,182.0,194.0,225.0
