,grid_type,light_height,light_width,box_offset,mean,std
0,circle,0.5,5.0,0.1,46.23803693500663,33.428629742137275
1,circle,0.5,5.0,1.3250000000000002,46.290582593612896,33.34184901282809
2,circle,0.5,5.0,2.5500000000000003,46.274563820018365,33.22251012014871
3,circle,0.5,5.0,3.7750000000000004,46.27293133353739,33.120470752460506
4,circle,0.5,5.0,5.0,46.27211509029691,33.21116850587063
5,circle,0.5,8.75,0.1,45.931843689419445,50.716762345796525
6,circle,0.5,8.75,1.3250000000000002,45.6450362207938,50.919962045647644
7,circle,0.5,8.75,2.5500000000000003,43.77675747372717,51.128666285959255
8,circle,0.5,8.75,3.7750000000000004,43.12855831037649,51.10263449338718
9,circle,0.5,8.75,5.0,42.905213753698604,51.27422973364185
10,circle,0.5,12.5,0.1,31.64401591674319,56.81319188670997
11,circle,0.5,12.5,1.3250000000000002,30.920212223242526,56.828654343380215
12,circle,0.5,12.5,2.5500000000000003,30.688195082134477,56.84502444055527
13,circle,0.5,12.5,3.7750000000000004,30.52566064687277,56.96710564502543
14,circle,0.5,12.5,5.0,30.39465360677482,56.92760454935139
15,circle,0.5,16.25,0.1,16.79695949392919,68.40499957959418
16,circle,0.5,16.25,1.3250000000000002,16.686664626058565,68.45508601189165
17,circle,0.5,16.25,2.5500000000000003,16.591572288541986,68.33926390032069
18,circle,0.5,16.25,3.7750000000000004,16.488215488215488,68.31758500774049
19,circle,0.5,16.25,5.0,16.477706356494235,68.40616307790486
20,circle,0.5,20.0,0.1,10.24905621875319,75.34855354668636
21,circle,0.5,20.0,1.3250000000000002,10.205489235792266,75.27349033849052
22,circle,0.5,20.0,2.5500000000000003,10.154984185287216,75.44646269544526
23,circle,0.5,20.0,3.7750000000000004,10.144577083971024,75.28357723377138
24,circle,0.5,20.0,5.0,10.115804509743903,75.44997847308714
25,circle,2.875,5.0,0.1,41.63269054178145,83.75609432496381
26,circle,2.875,5.0,1.3250000000000002,41.656055504540355,83.58095935397803
27,circle,2.875,5.0,2.5500000000000003,41.69003162942557,83.63772197902973
28,circle,2.875,5.0,3.7750000000000004,41.656667686970714,83.54709569492059
29,circle,2.875,5.0,5.0,41.611366187123764,83.72998256357515
30,circle,2.875,8.75,0.1,40.91419242934394,92.12403031603625
31,circle,2.875,8.75,1.3250000000000002,40.46107540046934,92.10536816943582
32,circle,2.875,8.75,2.5500000000000003,34.66299357208448,91.74681414208521
33,circle,2.875,8.75,3.7750000000000004,31.254361799816344,91.45140065487337
34,circle,2.875,8.75,5.0,29.22477298234874,91.2943952046067
35,circle,2.875,12.5,0.1,26.891541679420467,94.51239248658153
36,circle,2.875,12.5,1.3250000000000002,23.976226915620856,94.74860675687748
37,circle,2.875,12.5,2.5500000000000003,22.317416590143864,94.7974451879292
38,circle,2.875,12.5,3.7750000000000004,21.30711151923273,94.87477898498805
39,circle,2.875,12.5,5.0,20.58800122436486,94.85563628747612
40,circle,2.875,16.25,0.1,16.396388123660852,95.52338283651561
41,circle,2.875,16.25,1.3250000000000002,15.474237322722171,95.5210505521141
42,circle,2.875,16.25,2.5500000000000003,14.867054382205897,95.67049718571313
43,circle,2.875,16.25,3.7750000000000004,14.451892664013876,95.72032268342639
44,circle,2.875,16.25,5.0,14.16692174267932,95.72350243920225
45,circle,2.875,20.0,0.1,11.097745128048158,96.02083838129568
46,circle,2.875,20.0,1.3250000000000002,10.693704724007754,96.07362288367337
47,circle,2.875,20.0,2.5500000000000003,10.441995714722987,96.11990664640777
48,circle,2.875,20.0,3.7750000000000004,10.204366901336599,96.1942421535119
49,circle,2.875,20.0,5.0,10.078155290276502,96.12839821490199
50,circle,5.25,5.0,0.1,37.58422609937762,92.66187705904305
51,circle,5.25,5.0,1.3250000000000002,37.597388021630444,92.5768825621572
52,circle,5.25,5.0,2.5500000000000003,37.52443628201204,92.65893222028578
53,circle,5.25,5.0,3.7750000000000004,37.51668197122743,92.69274803484319
54,circle,5.25,5.0,5.0,37.541169268442,92.74535329555856
55,circle,5.25,8.75,0.1,37.052137536986024,93.75337366662767
56,circle,5.25,8.75,1.3250000000000002,36.56290174471992,93.71599063462261
57,circle,5.25,8.75,2.5500000000000003,30.530864197530864,94.13581847182117
58,circle,5.25,8.75,3.7750000000000004,26.32741556983981,94.40097517275927
59,circle,5.25,8.75,5.0,23.424548515457605,94.45399854008619
60,circle,5.25,12.5,0.1,24.5993265993266,95.0250750628427
61,circle,5.25,12.5,1.3250000000000002,21.363636363636363,95.25813785454821
62,circle,5.25,12.5,2.5500000000000003,19.21640648913376,95.38296538285587
63,circle,5.25,12.5,3.7750000000000004,17.62411998775635,95.66993768490849
64,circle,5.25,12.5,5.0,16.516988062442607,95.75532261025575
65,circle,5.25,16.25,0.1,15.500459136822773,96.06228671004726
66,circle,5.25,16.25,1.3250000000000002,14.120803999591878,96.18405056890748
67,circle,5.25,16.25,2.5500000000000003,13.215488215488216,96.26283253519148
68,circle,5.25,16.25,3.7750000000000004,12.404652586470768,96.43002310778864
69,circle,5.25,16.25,5.0,11.859708193041527,96.48513732224887
70,circle,5.25,20.0,0.1,10.635751453933272,96.71809441575387
71,circle,5.25,20.0,1.3250000000000002,9.945821854912763,96.81399615690576
72,circle,5.25,20.0,2.5500000000000003,9.480053055810632,96.83626510511793
73,circle,5.25,20.0,3.7750000000000004,9.099887766554433,96.97439404643623
74,circle,5.25,20.0,5.0,8.875420875420875,96.97059122809684
75,circle,7.625,5.0,0.1,34.12580348943985,94.05464907148024
76,circle,7.625,5.0,1.3250000000000002,34.152025303540455,94.12858004236463
77,circle,7.625,5.0,2.5500000000000003,34.12213039485767,94.07856068867217
78,circle,7.625,5.0,3.7750000000000004,34.147740026527906,94.0998161540908
79,circle,7.625,5.0,5.0,34.12876237118661,94.02321002928822
80,circle,7.625,8.75,0.1,33.79002142638506,94.1178819518021
81,circle,7.625,8.75,1.3250000000000002,33.374349556167736,94.24301339645163
82,circle,7.625,8.75,2.5500000000000003,27.675135190286706,94.69244415857129
83,circle,7.625,8.75,3.7750000000000004,23.548311396796244,95.02540507280378
84,circle,7.625,8.75,5.0,20.531272319151107,95.32637860229316
85,circle,7.625,12.5,0.1,22.793286399347007,95.18357402082796
86,circle,7.625,12.5,1.3250000000000002,19.632996632996633,95.54774688625099
87,circle,7.625,12.5,2.5500000000000003,17.242526272829302,95.8448059377352
88,circle,7.625,12.5,3.7750000000000004,15.46413631262116,96.07628549091426
89,circle,7.625,12.5,5.0,14.091419242934395,96.15338351831896
90,circle,7.625,16.25,0.1,14.45679012345679,96.16595206861234
91,circle,7.625,16.25,1.3250000000000002,12.985919804101622,96.36397228076574
92,circle,7.625,16.25,2.5500000000000003,11.933986327925721,96.53828069062538
93,circle,7.625,16.25,3.7750000000000004,10.981328435873891,96.64939304102255
94,circle,7.625,16.25,5.0,10.332619120497908,96.76525246110909
