,light_height,light_width,grid_type,inter_0,inter_1,inter_2,inter_3,metric
21,15.0,12.368421052631579,grid,9.304254667891032,3.052623396204666,6.0,13.0,0.328088977050388
22,15.0,12.368421052631579,ogrid,9.323946536067748,3.112922038666061,5.0,13.0,0.3338631368835471
23,15.0,11.842105263157894,spiral,9.447811447811448,3.124390450590581,6.0,14.0,0.33069991583228886
24,15.0,11.842105263157894,grid,9.449239873482298,3.1663242583402487,6.0,14.0,0.33508772141831267
25,15.0,12.368421052631579,circle,9.282114069992858,3.0724502394800783,5.0,13.0,0.331007593346937
26,15.0,11.842105263157894,circle,9.451892664013876,3.1003942301449907,6.0,14.0,0.3280183493776966
27,15.0,11.842105263157894,ogrid,9.419038873584329,3.1294554174315667,6.0,13.0,0.33224785027781517
28,15.0,11.31578947368421,grid,9.563003775124987,3.098119028216092,6.0,14.0,0.32396923613842243
29,15.0,11.31578947368421,spiral,9.600652994592389,3.108666162151675,6.0,14.0,0.3237973671064505
30,15.0,11.31578947368421,ogrid,9.525354555657586,3.1542326633935556,6.0,14.0,0.33114070924741573
31,15.0,11.31578947368421,circle,9.564330170390777,3.1290589772992226,6.0,14.0,0.3271592387082321
32,15.0,10.789473684210526,spiral,9.697785940210183,3.1794739152263207,6.0,14.0,0.32785565023075885
33,15.0,10.789473684210526,ogrid,9.66880930517294,3.152145673208516,6.0,14.0,0.32601177391326525
34,15.0,10.789473684210526,grid,9.745128048158351,3.1834584494937346,6.0,14.0,0.3266717926908461
