,light_height,light_width,mirror_offset,inter_0,inter_1,inter_2,inter_3,metric
92,15.0,12.894736842105264,3.2263157894736847,45.75492296704418,6.7315584141018245,37.0,54.0,0.14712205764066857
93,15.0,12.894736842105264,2.7052631578947373,45.670849913274154,6.797538234568873,37.0,54.0,0.14883756810913168
94,15.0,12.894736842105264,7.915789473684211,45.63503724109785,6.770476793081356,37.0,55.0,0.14836137324292623
95,15.0,12.894736842105264,1.6631578947368424,45.69788797061524,6.779384161960919,37.0,55.0,0.14835224258767088
96,15.0,12.894736842105264,2.18421052631579,45.69921436588103,6.828411958245099,37.0,55.0,0.14942077348583876
97,15.0,12.894736842105264,1.142105263157895,45.70013263952658,6.743433812568207,37.0,54.0,0.14755829847932941
98,15.0,12.894736842105264,0.6210526315789474,45.75186205489236,6.938655280386873,37.0,55.0,0.1516584236956735
99,15.0,12.894736842105264,0.1,45.72625242322212,6.811710623428998,37.0,54.0,0.1489671744883616
100,15.0,12.368421052631579,10.0,46.799204162840525,6.910706540620094,38.0,56.0,0.14766718076174742
101,15.0,12.368421052631579,9.478947368421053,46.77522701765126,6.910256156684305,38.0,56.0,0.14773324679058483
102,15.0,12.368421052631579,8.957894736842105,46.84889297010509,6.9496653321309045,38.0,56.0,0.14834214623951902
103,15.0,12.368421052631579,8.436842105263159,46.79134782165085,6.857226820435422,38.0,56.0,0.14654903394901803
104,15.0,12.368421052631579,7.915789473684211,46.710743801652896,6.887829524560018,38.0,56.0,0.1474570722703047
105,15.0,12.368421052631579,6.873684210526316,46.82848688909295,6.906319120749442,38.0,56.0,0.1474811504609607
106,15.0,12.368421052631579,6.352631578947369,46.68207325783084,6.948844081214822,38.0,56.0,0.14885465867883588
107,15.0,12.368421052631579,5.310526315789474,46.74074074074074,6.944605854669415,38.0,56.0,0.14857714586059764
108,15.0,12.368421052631579,5.831578947368421,46.75502499744924,6.862748584403254,38.0,56.0,0.14678098417822805
109,15.0,12.368421052631579,4.7894736842105265,46.807366595245384,7.034512760073574,38.0,56.0,0.15028644574053282
110,15.0,12.368421052631579,4.268421052631579,46.803489439853074,6.902941328588548,38.0,56.0,0.14748774955037236
111,15.0,12.368421052631579,3.747368421052632,46.819610243852665,6.793085657102621,38.0,56.0,0.14509060672914384
112,15.0,12.368421052631579,3.2263157894736847,46.809305172941535,6.885604473185317,38.0,56.0,0.14709905322768158
113,15.0,12.368421052631579,2.7052631578947373,46.87154372002857,6.835371324747507,38.0,56.0,0.14583200770122492
114,15.0,12.368421052631579,2.18421052631579,46.798796041220285,6.957148899032894,38.0,56.0,0.1486608521489538
115,15.0,12.368421052631579,7.394736842105264,46.81287623711866,6.878504681416426,38.0,56.0,0.14693616872791834
116,15.0,12.368421052631579,1.6631578947368424,46.79818385878992,6.86702897157928,38.0,56.0,0.14673708262483082
117,15.0,12.368421052631579,1.142105263157895,46.75696357514539,6.915578849008596,38.0,56.0,0.1479047893667054
118,15.0,12.368421052631579,0.6210526315789474,46.81695745332109,6.999596397413701,38.0,56.0,0.1495098523733128
119,15.0,12.368421052631579,0.1,46.75696357514539,6.876652297842724,38.0,56.0,0.14707225987399547
120,15.0,11.842105263157894,10.0,47.90541781450872,7.039420842859326,39.0,57.0,0.14694414878325837
121,15.0,11.842105263157894,9.478947368421053,47.892561983471076,6.99751342551413,39.0,57.0,0.14610856332825017
122,15.0,11.842105263157894,8.957894736842105,47.96765636159576,6.9965865937281855,39.0,57.0,0.1458605052743383
123,15.0,11.842105263157894,8.436842105263159,47.94898479746965,7.005591164229035,39.0,57.0,0.14610509886329714
124,15.0,11.842105263157894,7.915789473684211,48.02887460463218,6.986692997521581,39.0,57.0,0.14546859686043412
125,15.0,11.842105263157894,7.394736842105264,47.93827160493827,7.039742112855226,39.0,57.0,0.1468501445123032
126,15.0,11.842105263157894,5.831578947368421,47.94725028058362,7.015133177649541,39.0,57.0,0.14630939494126402
127,15.0,11.842105263157894,6.352631578947369,47.927354351596776,6.978184528235462,39.0,57.0,0.14559920159671766
128,15.0,11.842105263157894,5.310526315789474,47.926027956330984,7.020364581130282,39.0,57.0,0.14648333860521606
129,15.0,11.842105263157894,4.7894736842105265,47.87307417610448,6.947953965536983,39.0,57.0,0.14513281390659066
130,15.0,11.842105263157894,4.268421052631579,47.9628609325579,7.0328458290367495,39.0,57.0,0.1466310743832787
131,15.0,11.842105263157894,3.747368421052632,47.96826854402612,7.008813751903801,39.0,57.0,0.14611354473782995
132,15.0,11.842105263157894,3.2263157894736847,47.888786858483826,6.980161794343412,39.0,57.0,0.14575774940740285
133,15.0,11.842105263157894,2.7052631578947373,47.937659422507906,6.978306129996723,39.0,57.0,0.14557043906737419
134,15.0,11.842105263157894,2.18421052631579,47.93347617590042,6.968149634026245,39.0,57.0,0.14537125595597075
135,15.0,11.842105263157894,1.6631578947368424,47.951739618406286,6.969024801722431,39.0,57.0,0.14533413922374921
136,15.0,11.842105263157894,6.873684210526316,47.94765840220386,6.955278225227258,39.0,57.0,0.14505981015555844
137,15.0,11.842105263157894,1.142105263157895,47.892766044281196,6.9831979988868955,39.0,57.0,0.1458090349684605
138,15.0,11.842105263157894,0.6210526315789474,48.023569023569024,7.025610557764504,39.0,57.0,0.14629505262960513
139,15.0,11.842105263157894,0.1,47.91409039893888,6.938443056871938,39.0,57.0,0.1448100756813198
140,15.0,11.31578947368421,10.0,49.15080093867973,7.116841672078511,40.0,58.0,0.14479604678176952
141,15.0,11.31578947368421,9.478947368421053,49.141618202224265,7.06761428705413,40.0,58.0,0.14382135846585192
142,15.0,11.31578947368421,8.957894736842105,49.18518518518518,7.037823164247895,40.0,58.0,0.1430882721646786
143,15.0,11.31578947368421,8.436842105263159,49.13314967860423,6.9779283823112275,40.0,58.0,0.14202078287177
144,15.0,11.31578947368421,7.915789473684211,49.070503009896946,7.053212718622158,40.0,58.0,0.14373630360380873
145,15.0,11.31578947368421,7.394736842105264,49.121416182022244,7.124338555359497,40.0,58.0,0.14503528418154413
146,15.0,11.31578947368421,6.873684210526316,49.12008978675645,7.0650024196725765,40.0,58.0,0.14383121957520142
147,15.0,11.31578947368421,5.831578947368421,49.196714620957046,7.099298141342056,40.0,58.0,0.14430431373394728
148,15.0,11.31578947368421,5.310526315789474,49.086725844301604,7.136506843604778,40.0,58.0,0.14538567649105574
149,15.0,11.31578947368421,4.7894736842105265,49.19395980002041,7.078828542300538,40.0,58.0,0.14389629481092517
150,15.0,11.31578947368421,4.268421052631579,49.172431384552596,7.085529852343492,40.0,58.0,0.14409557658296707
151,15.0,11.31578947368421,3.747368421052632,49.11223344556678,7.114141795707143,40.0,58.0,0.14485478050172682
152,15.0,11.31578947368421,3.2263157894736847,49.13967962452811,7.102797155724348,40.0,58.0,0.1445430090305062
153,15.0,11.31578947368421,2.7052631578947373,49.05540250994797,7.148710547168994,40.0,58.0,0.14572728346728586
154,15.0,11.31578947368421,2.18421052631579,49.09417406387104,7.033510220925189,40.0,58.0,0.14326567978869878
155,15.0,11.31578947368421,1.6631578947368424,49.0919293949597,7.013521795229563,40.0,58.0,0.1428650672660188
156,15.0,11.31578947368421,1.142105263157895,49.133455769819406,7.077236810699105,40.0,58.0,0.14404109582388364
157,15.0,11.31578947368421,6.352631578947369,49.10774410774411,7.064255514280754,40.0,58.0,0.14385216919721522
158,15.0,11.31578947368421,0.6210526315789474,49.127844097541065,7.055892209387915,40.0,58.0,0.14362307850063127
159,15.0,11.31578947368421,0.1,49.10203040506071,7.072236267502604,40.0,58.0,0.1440314424711387
160,15.0,10.789473684210526,10.0,50.31588613406795,7.099364843304052,41.0,60.0,0.14109589214801097
161,15.0,10.789473684210526,9.478947368421053,50.31384552596674,7.183562640017374,41.0,60.0,0.1427750664836376
162,15.0,10.789473684210526,8.957894736842105,50.33119069482706,7.270376689475998,41.0,60.0,0.14445071910892093
163,15.0,10.789473684210526,8.436842105263159,50.301091725334146,7.205755603460916,41.0,60.0,0.14325246940578304
164,15.0,10.789473684210526,7.915789473684211,50.29792878277727,7.230207127605669,41.0,60.0,0.14374761153348714
165,15.0,10.789473684210526,7.394736842105264,50.35282114069993,7.171574507724994,41.0,59.0,0.1424264687709473
166,15.0,10.789473684210526,6.873684210526316,50.31262116110601,7.074747249496468,41.0,59.0,0.14061575577313742
167,15.0,10.789473684210526,6.352631578947369,50.353841444750536,7.185992889911335,41.0,60.0,0.1427099240838652
168,15.0,10.789473684210526,5.310526315789474,50.28782777267626,7.288178296996819,41.0,60.0,0.14492927254568808
169,15.0,10.789473684210526,4.7894736842105265,50.26568717477809,7.206574491824919,41.0,60.0,0.14336966023695338
170,15.0,10.789473684210526,4.268421052631579,50.352106927864504,7.211766670627544,41.0,60.0,0.14322671106810433
171,15.0,10.789473684210526,3.747368421052632,50.298847056422815,7.245274202029864,41.0,60.0,0.1440445383152116
172,15.0,10.789473684210526,3.2263157894736847,50.33302724211815,7.141285549409641,41.0,60.0,0.14188070816916587
173,15.0,10.789473684210526,2.7052631578947373,50.32629323538414,7.147137522188127,41.0,60.0,0.14201597341492686
174,15.0,10.789473684210526,2.18421052631579,50.347617590041835,7.0952723839253995,41.0,60.0,0.14092568275422748
175,15.0,10.789473684210526,1.6631578947368424,50.392715029078666,7.19151797664406,41.0,60.0,0.14270947640932344
176,15.0,10.789473684210526,1.142105263157895,50.31027446178961,7.185429027079978,41.0,60.0,0.14282229830682547
177,15.0,10.789473684210526,0.6210526315789474,50.32700744821957,7.161316552326241,41.0,60.0,0.14229569599770805
178,15.0,10.789473684210526,5.831578947368421,50.251913070094886,7.132865503554683,41.0,59.0,0.14194216832312956
179,15.0,10.789473684210526,0.1,50.32996632996633,7.1243770378625815,41.0,60.0,0.14155338374666757
180,15.0,10.263157894736842,10.0,51.37088052239567,7.17907468163343,42.0,61.0,0.13974988570623462
181,15.0,10.263157894736842,9.478947368421053,51.353943475155596,7.150382051453995,42.0,61.0,0.13923725360863984
182,15.0,10.263157894736842,8.957894736842105,51.37118661361085,7.300156070606093,42.0,61.0,0.14210604332569396
183,15.0,10.263157894736842,8.436842105263159,51.39618406285073,7.2326520528203675,42.0,61.0,0.14072352227503487
184,15.0,10.263157894736842,7.915789473684211,51.4697479848995,7.130435178433768,42.0,61.0,0.13853643076950245
185,15.0,10.263157894736842,7.394736842105264,51.388225691256,7.241345039162514,42.0,61.0,0.14091447878876018
186,15.0,10.263157894736842,6.873684210526316,51.447913478216506,7.144132894613548,42.0,61.0,0.1388614700115766
187,15.0,10.263157894736842,6.352631578947369,51.50647893072136,7.277802932739592,42.0,61.0,0.1412987857804953
188,15.0,10.263157894736842,5.831578947368421,51.378430772370166,7.239651218593959,42.0,61.0,0.14090837555294183
189,15.0,10.263157894736842,4.7894736842105265,51.4373023160902,7.18368415624261,42.0,61.0,0.13965903795066384
190,15.0,10.263157894736842,4.268421052631579,51.46872768084889,7.269953630992004,42.0,61.0,0.14124991929219763
191,15.0,10.263157894736842,3.747368421052632,51.36996224875013,7.281844151596573,42.0,61.0,0.14175295898282944
192,15.0,10.263157894736842,3.2263157894736847,51.42199775533109,7.16706790032889,42.0,61.0,0.13937746904408932
193,15.0,10.263157894736842,2.7052631578947373,51.36077951229466,7.187649706240207,42.0,61.0,0.13994432667283874
194,15.0,10.263157894736842,2.18421052631579,51.53321089684726,7.281079938737516,42.0,61.0,0.14128907964442333
195,15.0,10.263157894736842,1.6631578947368424,51.44097541067238,7.104867727227096,42.0,61.0,0.13811689359516033
196,15.0,10.263157894736842,1.142105263157895,51.5559636771758,7.134113636760558,42.0,61.0,0.13837610875497772
197,15.0,10.263157894736842,0.6210526315789474,51.435465768799105,7.176904029148242,42.0,61.0,0.13953220646252557
198,15.0,10.263157894736842,0.1,51.50005101520253,7.2374583229670675,42.0,61.0,0.14053303210963053
199,15.0,10.263157894736842,5.310526315789474,51.39944903581267,7.141258102854274,42.0,61.0,0.13893647182635338
200,15.0,9.736842105263158,10.0,77.47097234976023,8.862921158134679,66.0,89.0,0.11440312273506799
201,15.0,9.736842105263158,9.478947368421053,77.4121008060402,8.815610052534508,66.0,89.0,0.11387896673444439
202,15.0,9.736842105263158,8.957894736842105,77.44026119783696,8.742395199383006,66.0,89.0,0.11289211921753173
203,15.0,9.736842105263158,8.436842105263159,77.4492398734823,8.687872838586484,66.0,89.0,0.1121750562404307
204,15.0,9.736842105263158,7.394736842105264,77.38893990409142,8.765252196329493,66.0,89.0,0.11326233706253534
205,15.0,9.736842105263158,7.915789473684211,77.50107131925314,8.748642460324737,66.0,89.0,0.11288414871435928
206,15.0,9.736842105263158,6.873684210526316,77.41363126211611,8.747108134147915,66.0,89.0,0.1129918334993347
207,15.0,9.736842105263158,6.352631578947369,77.46158555249464,8.704174604253051,66.0,89.0,0.11236762767209758
208,15.0,9.736842105263158,5.831578947368421,77.5055606570758,8.834244034487062,66.0,89.0,0.11398206734577757
209,15.0,9.736842105263158,5.310526315789474,77.45138251198857,8.820021813697448,66.0,89.0,0.11387817141071964
210,15.0,9.736842105263158,4.268421052631579,77.42169166411591,8.838251937556668,66.0,89.0,0.11415730846983158
211,15.0,9.736842105263158,3.747368421052632,77.50933578206306,8.941929651070827,66.0,89.0,0.1153658402674654
212,15.0,9.736842105263158,3.2263157894736847,77.45740230588716,8.806125637084653,66.0,89.0,0.11368991697279451
213,15.0,9.736842105263158,2.7052631578947373,77.49097030915213,8.85072991024605,66.0,89.0,0.11421627416634281
214,15.0,9.736842105263158,2.18421052631579,77.62187531884501,8.957225096741427,66.0,89.0,0.11539562861562035
215,15.0,9.736842105263158,1.6631578947368424,77.51606978879707,8.830419031751852,66.0,89.0,0.11391726974563485
216,15.0,9.736842105263158,1.142105263157895,77.50107131925314,8.89954732171763,66.0,89.0,0.11483128130006594
217,15.0,9.736842105263158,0.6210526315789474,77.4616875828997,8.779746984699104,66.0,89.0,0.11334308945054929
218,15.0,9.736842105263158,4.7894736842105265,77.526068768493,8.90377306089339,66.0,89.0,0.11484876251731119
219,15.0,9.736842105263158,0.1,77.5063769003163,8.701830264866588,67.0,89.0,0.11227244277020355
220,15.0,9.210526315789473,10.0,77.5154576063667,8.758151904973813,66.0,89.0,0.11298587630674667
221,15.0,9.210526315789473,9.478947368421053,77.59789817365575,8.75758342771312,67.0,89.0,0.11285851335966073
222,15.0,9.210526315789473,8.957894736842105,77.50515253545557,8.951592372258558,66.0,89.0,0.11549673898343153
223,15.0,9.210526315789473,8.436842105263159,77.58228752168147,8.768641926080104,67.0,89.0,0.11302376104377669
224,15.0,9.210526315789473,7.915789473684211,77.50474441383533,8.804477702162254,66.0,89.0,0.11359920955484852
225,15.0,9.210526315789473,7.394736842105264,77.48321599836751,8.812466989125014,66.0,89.0,0.11373388256510523
226,15.0,9.210526315789473,6.873684210526316,77.56545250484645,8.675904886597106,67.0,89.0,0.11185269480707301
227,15.0,9.210526315789473,6.352631578947369,77.53657790021427,8.93882402350835,66.0,89.0,0.1152852533034431
228,15.0,9.210526315789473,5.831578947368421,77.48811345781043,8.80931360811275,66.0,89.0,0.11368599924566643
229,15.0,9.210526315789473,4.7894736842105265,77.54708703193552,8.758237012857473,66.0,89.0,0.11294088982672743
230,15.0,9.210526315789473,4.268421052631579,77.51147842056933,8.762479017641484,66.0,89.0,0.11304750207572059
231,15.0,9.210526315789473,3.747368421052632,77.49035812672176,8.815117074441849,66.0,89.0,0.11375759884895983
232,15.0,9.210526315789473,3.2263157894736847,77.53872053872054,8.902718554979264,66.0,89.0,0.11481642324151468
233,15.0,9.210526315789473,2.7052631578947373,77.68013468013469,8.762288423739319,67.0,89.0,0.1127996039118624
234,15.0,9.210526315789473,2.18421052631579,77.63034384246505,8.847791447747367,66.0,89.0,0.11397336414871684
235,15.0,9.210526315789473,5.310526315789474,77.61728395061728,8.81276768141471,66.0,89.0,0.11354130462773844
236,15.0,9.210526315789473,1.6631578947368424,77.61728395061728,8.981834040451186,66.0,89.0,0.11571950966701863
237,15.0,9.210526315789473,1.142105263157895,77.56075910621365,8.933348797506419,66.0,89.0,0.11517871795546594
238,15.0,9.210526315789473,0.6210526315789474,77.53402714008774,8.908557795432998,66.0,89.0,0.11489868544216206
239,15.0,9.210526315789473,0.1,77.45036220793797,8.79803257133253,66.0,89.0,0.11359575759906274
240,15.0,8.68421052631579,10.0,77.65472910927457,8.83171236408252,66.0,89.0,0.11373051539017884
241,15.0,8.68421052631579,9.478947368421053,77.66483011937558,8.835491399393883,66.0,89.0,0.11376438197074781
242,15.0,8.68421052631579,8.957894736842105,77.65289256198348,8.808539167111169,66.0,89.0,0.11343478493193394
243,15.0,8.68421052631579,8.436842105263159,77.59942862973166,8.760431750355698,66.0,89.0,0.1128929929646312
244,15.0,8.68421052631579,7.915789473684211,77.63381287623712,8.811663820474205,66.0,89.0,0.11350291186292309
245,15.0,8.68421052631579,7.394736842105264,77.67666564636262,8.792604983798286,66.0,89.0,0.11319493326127367
246,15.0,8.68421052631579,6.352631578947369,77.54902560963167,8.720130665771993,66.0,89.0,0.11244668256268772
247,15.0,8.68421052631579,5.310526315789474,77.61463116008571,8.840464181671571,66.0,89.0,0.11390203173725691
248,15.0,8.68421052631579,4.7894736842105265,77.62279359249057,8.715740533001894,66.0,89.0,0.11228326281012743
249,15.0,8.68421052631579,5.831578947368421,77.62095704519948,8.830737560761605,66.0,89.0,0.11376743983740598
250,15.0,8.68421052631579,4.268421052631579,77.70227527803286,8.783577487119203,67.0,89.0,0.11304144512744276
251,15.0,8.68421052631579,3.747368421052632,77.64350576471789,8.827314332967843,66.0,89.0,0.11369031119894482
252,15.0,8.68421052631579,6.873684210526316,77.66697275788185,8.746162445488759,67.0,89.0,0.11261108982261929
